A,B,C,D,E,F,G,H,I,J,K
20, -56323.3046875, -1779.77978515625, -1447.2529296875, 2592.75732421875, -16438.72265625, -3006.55517578125, -702.53759765625, -43613.390625, , 1714826904588.384
21, -56311.5703125, -2322.12255859375, -1896.2547607421875, 2525.366943359375, -16425.982421875, -1956.2021484375, -541.7391357421875, -43595.62109375, , 1714826904592.088
22, -56321.0234375, -2556.413330078125, -2092.391357421875, 2464.681884765625, -16433.224609375, -2138.659423828125, -646.8817749023438, -43606.953125, , 1714826904596.182
23, -56342.75, -2055.309814453125, -1685.1649169921875, 2516.11328125, -16452.603515625, -3244.80224609375, -837.720947265625, -43627, , 1714826904599.84
24, -56341.9453125, -1737.1326904296875, -1431.4949951171875, 2608.582275390625, -16449.853515625, -3292.81396484375, -786.0213623046875, -43611.37890625, , 1714826904603.929
25, -56321.0234375, -2149.38818359375, -1765.0947265625, 2574.65234375, -16433.693359375, -2203.032470703125, -575.7361450195312, -43587.23828125, , 1714826904608.039
26, -56315.2578125, -2546.757568359375, -2102.986083984375, 2503.7080078125, -16437.650390625, -1950.70361328125, -598.2667236328125, -43602.79296875, , 1714826904611.701
27, -56330.74609375, -2215.77294921875, -1809.0828857421875, 2505.1162109375, -16457.296875, -2951.703857421875, -785.8872680664062, -43627.0703125, , 1714826904615.799
28, -56331.55078125, -1753.896484375, -1420.4307861328125, 2585.8505859375, -16452.603515625, -3413.177978515625, -809.8930053710938, -43616.20703125, , 1714826904619.473
29, -56309.42578125, -1990.8026123046875, -1631.319580078125, 2607.509521484375, -16431.81640625, -2492.375732421875, -623.4794921875, -43578.921875, , 1714826904623.588
30, -56305.33203125, -2518.259033203125, -2069.123046875, 2515.375732421875, -16434.36328125, -1841.2694091796875, -562.5263061523438, -43574.5625, , 1714826904627.328
31, -56317.26953125, -2389.580078125, -1960.7618408203125, 2505.250244140625, -16444.421875, -2643.71923828125, -753.0972290039062, -43599.375, , 1714826904631.401
0, -56326.3203125, -1826.718505859375, -1483.9991455078125, 2581.022705078125, -16449.31640625, -3457.8369140625, -854.6859130859375, -43606.4140625, , 1714826904635.222
1, -56312.10546875, -1870.6396484375, -1513.570556640625, 2603.284912109375, -16432.017578125, -2797.67822265625, -689.8641357421875, -43580.66796875, , 1714826904638.938
2, -56296.55078125, -2421.43115234375, -1981.1466064453125, 2543.6728515625, -16418.806640625, -1863.397705078125, -559.3076171875, -43566.5859375, , 1714826904643.075
3, -56304.73046875, -2493.180419921875, -2037.0706787109375, 2486.273681640625, -16434.498046875, -2319.50732421875, -689.7300415039062, -43590.9921875, , 1714826904646.7
4, -56326.65625, -1939.438232421875, -1560.7103271484375, 2543.4716796875, -16454.345703125, -3343.641845703125, -841.5430908203125, -43619.828125, , 1714826904650.88
5, -56320.15234375, -1780.2491455078125, -1409.36669921875, 2589.203369140625, -16441.875, -3041.22265625, -724.0623168945312, -43596.2890625, , 1714826904654.566
6, -56306.0703125, -2309.851318359375, -1847.7738037109375, 2527.37841796875, -16429.669921875, -1970.5518798828125, -556.0889892578125, -43573.9609375, , 1714826904658.745
7, -56315.2578125, -2584.040283203125, -2091.318359375, 2463.5419921875, -16446.232421875, -2056.04736328125, -643.0596313476562, -43592.46875, , 1714826904662.38
8, -56329.7421875, -2099.7001953125, -1715.876220703125, 2553.19482421875, -16460.1796875, -3175.9365234375, -841.811279296875, -43612.25, , 1714826904666.457
9, -56327.796875, -1734.1822509765625, -1412.18310546875, 2623.73681640625, -16452.9375, -3314.20458984375, -793.9338989257812, -43595.6875, , 1714826904670.495
10, -56312.30859375, -2123.370849609375, -1735.1881103515625, 2553.99951171875, -16438.185546875, -2258.017578125, -597.5291137695312, -43578.98828125, , 1714826904674.098
11, -56310.765625, -2565.130615234375, -2109.490234375, 2472.52734375, -16443.349609375, -1900.61328125, -599.741943359375, -43594.94921875, , 1714826904678.184
12, -56325.1171875, -2286.180908203125, -1857.0274658203125, 2457.43994140625, -16461.990234375, -2851.5234375, -786.8259887695312, -43623.58203125, , 1714826904681.829
13, -56332.15625, -1796.4765625, -1432.500732421875, 2523.2880859375, -16463.064453125, -3398.224609375, -818.8113403320312, -43617.14453125, , 1714826904685.929
14, -56319.953125, -1996.3681640625, -1603.4915771484375, 2530.463134765625, -16449.71875, -2547.0927734375, -637.6281127929688, -43585.62890625, , 1714826904690.08
15, -56306.94140625, -2532.20654296875, -2064.83154296875, 2466.02294921875, -16435.236328125, -1827.8583984375, -565.5437622070312, -43579.59375, , 1714826904693.718
16, -56314.453125, -2442.41943359375, -1999.720947265625, 2457.305908203125, -16442.544921875, -2552.39013671875, -740.7590942382812, -43604.8046875, , 1714826904697.818
17, -56326.3203125, -1865.476318359375, -1507.8038330078125, 2525.568115234375, -16452.9375, -3425.31494140625, -844.0241088867188, -43613.859375, , 1714826904701.484
18, -56320.95703125, -1850.8582763671875, -1500.62890625, 2574.78662109375, -16443.21484375, -2877.071533203125, -697.5755004882812, -43589.71875, , 1714826904705.633
19, -56300.5078125, -2407.215576171875, -1991.1378173828125, 2525.232666015625, -16428.6640625, -1918.91943359375, -568.6282958984375, -43571.27734375, , 1714826904709.257
20, -56303.92578125, -2545.8857421875, -2111.367919921875, 2456.83642578125, -16435.03515625, -2286.31494140625, -697.9778442382812, -43591.6640625, , 1714826904713.389
21, -56316.59765625, -2008.907470703125, -1639.2320556640625, 2477.757568359375, -16444.421875, -3320.97705078125, -856.3623046875, -43611.2421875, , 1714826904717.031
22, -56313.984375, -1798.3541259765625, -1454.15966796875, 2532.072265625, -16434.6328125, -3143.68310546875, -764.5636596679688, -43596.0234375, , 1714826904721.148
23, -56298.09375, -2281.822265625, -1867.8232421875, 2489.291015625, -16416.05859375, -2071.469970703125, -585.3250732421875, -43574.4296875, , 1714826904724.792
24, -56299.703125, -2599.6640625, -2139.19580078125, 2425.320556640625, -16421.154296875, -2018.9658203125, -643.8642578125, -43586.5, , 1714826904728.968
25, -56314.25390625, -2145.566162109375, -1786.820556640625, 2514.168701171875, -16434.36328125, -3112.837646484375, -844.962890625, -43600.44921875, , 1714826904732.785
26, -56322.6328125, -1755.438720703125, -1433.37255859375, 2545.6845703125, -16439.05859375, -3349.8779296875, -811.8375854492188, -43595.6875, , 1714826904736.861
27, -56307.34375, -2090.04443359375, -1697.6370849609375, 2510.21240234375, -16422.16015625, -2316.355712890625, -599.741943359375, -43573.55859375, , 1714826904740.521
28, -56299.90234375, -2557.754638671875, -2092.055908203125, 2426.52734375, -16415.3203125, -1835.905029296875, -572.7186889648438, -43574.5625, , 1714826904744.622
29, -56310.09375, -2293.959228515625, -1897.461669921875, 2477.891845703125, -16422.8984375, -2776.5556640625, -770.1962890625, -43587.23828125, , 1714826904748.279
30, -56326.3203125, -1769.7215576171875, -1452.4832763671875, 2550.57958984375, -16435.302734375, -3431.282958984375, -828.5343627929688, -43595.21875, , 1714826904752.165
31, -56314.921875, -1918.7852783203125, -1562.990234375, 2563.923583984375, -16422.830078125, -2627.6259765625, -637.8292846679688, -43572.953125, , 1714826904756.225
0, -56297.01953125, -2469.375732421875, -2032.5780029296875, 2498.41064453125, -16412.369140625, -1822.6951904296875, -543.41552734375, -43560.953125, , 1714826904760.056
1, -56304.59765625, -2432.495361328125, -2019.9715576171875, 2512.156982421875, -16427.79296875, -2480.775146484375, -715.9486694335938, -43582.07421875, , 1714826904764.223
2, -56320.48828125, -1869.2314453125, -1542.404296875, 2587.527099609375, -16447.9765625, -3432.556884765625, -847.7792358398438, -43593.40625, , 1714826904767.897
3, -56318.34375, -1816.3919677734375, -1478.03125, 2599.26171875, -16443.88671875, -2955.59326171875, -707.1644287109375, -43573.2890625, , 1714826904771.991
4, -56309.22265625, -2365.9765625, -1937.89599609375, 2525.568115234375, -16436.978515625, -1927.4354248046875, -555.6195678710938, -43576.10546875, , 1714826904775.678
5, -56312.30859375, -2534.083984375, -2104.39404296875, 2492.7109375, -16446.76953125, -2201.825439453125, -674.307373046875, -43603.3984375, , 1714826904779.564
6, -56324.37890625, -1998.1787109375, -1668.8033447265625, 2582.76611328125, -16463.533203125, -3297.306640625, -852.0037231445312, -43618.953125, , 1714826904783.838
7, -56325.1171875, -1742.2288818359375, -1432.2325439453125, 2615.086669921875, -16460.58203125, -3223.076416015625, -770.2633666992188, -43604, , 1714826904787.515
8, -56303.58984375, -2190.895263671875, -1804.0538330078125, 2572.37255859375, -16441.337890625, -2136.58056640625, -573.456298828125, -43574.5625, , 1714826904791.226
9, -56289.84375, -2555.139404296875, -2113.044189453125, 2513.430908203125, -16429.8046875, -1966.9979248046875, -601.2841796875, -43569.1328125, , 1714826904795.394
10, -56303.859375, -2187.542724609375, -1805.5960693359375, 2534.151123046875, -16444.7578125, -3019.295654296875, -804.6627197265625, -43589.11328125, , 1714826904799.031
11, -56313.71484375, -1759.79736328125, -1419.827392578125, 2562.716552734375, -16451.060546875, -3369.323974609375, -799.7006225585938, -43582.41015625, , 1714826904803.096
12, -56302.1171875, -2054.907470703125, -1653.1795654296875, 2505.049072265625, -16433.626953125, -2383.74609375, -595.7186279296875, -43561.890625, , 1714826904807.179
13, -56293.33203125, -2548.5009765625, -2097.487548828125, 2444.02880859375, -16427.390625, -1833.35693359375, -568.561279296875, -43569.6015625, , 1714826904810.788
14, -56301.64453125, -2348.609375, -1953.7880859375, 2449.46044921875, -16442.0078125, -2694.8154296875, -764.89892578125, -43581.60546875, , 1714826904814.84
15, -56315.32421875, -1795.7388916015625, -1478.1654052734375, 2502.769287109375, -16451.462890625, -3423.772705078125, -835.3069458007812, -43580.80078125, , 1714826904818.912
16, -56305.66796875, -1869.097412109375, -1552.3955078125, 2552.725341796875, -16436.509765625, -2721.369384765625, -667.9370727539062, -43559.6796875, , 1714826904822.508
17, -56290.3125, -2428.337890625, -2024.7325439453125, 2488.084228515625, -16419.34375, -1829.9371337890625, -548.9811401367188, -43544.92578125, , 1714826904826.573
18, -56300.3046875, -2468.23583984375, -2041.093994140625, 2424.44873046875, -16427.859375, -2342.30615234375, -687.9195556640625, -43571.81640625, , 1714826904830.33
19, -56317.13671875, -1888.677490234375, -1549.042724609375, 2516.448486328125, -16440.935546875, -3339.149169921875, -831.9541625976562, -43593.875, , 1714826904834.416
20, -56309.0234375, -1748.8673095703125, -1435.7864990234375, 2585.716552734375, -16428.328125, -2987.913818359375, -709.7125244140625, -43576.91015625, , 1714826904838.47
21, -56294.8046875, -2288.7958984375, -1884.31884765625, 2486.40771484375, -16418.47265625, -1934.342041015625, -543.0132446289062, -43557.93359375, , 1714826904842.132
22, -56297.01953125, -2522.0810546875, -2091.184326171875, 2422.9736328125, -16425.580078125, -2098.22509765625, -637.2928466796875, -43570.40625, , 1714826904846.13
23, -56309.42578125, -2001.7996826171875, -1691.266845703125, 2546.6904296875, -16435.5703125, -3226.63037109375, -829.3390502929688, -43582.6796875, , 1714826904850.173
24, -56308.88671875, -1684.22607421875, -1412.4512939453125, 2601.005126953125, -16438.72265625, -3282.0849609375, -770.8668823242188, -43564.83984375, , 1714826904853.877
25, -56291.65625, -2106.00341796875, -1749.4708251953125, 2541.19189453125, -16427.79296875, -2203.56884765625, -569.5670776367188, -43546.734375, , 1714826904858.004
26, -56290.24609375, -2519.60009765625, -2104.5283203125, 2457.775146484375, -16431.748046875, -1925.2225341796875, -592.0305786132812, -43564.03515625, , 1714826904861.652
27, -56310.5625, -2174.064453125, -1842.34228515625, 2512.156982421875, -16450.79296875, -2958.409423828125, -799.4994506835938, -43584.35546875, , 1714826904865.741
28, -56317.47265625, -1697.6370849609375, -1423.6495361328125, 2552.99365234375, -16461.052734375, -3413.51318359375, -808.1495971679688, -43580.12890625, , 1714826904869.377
29, -56305.33203125, -1938.1641845703125, -1611.5382080078125, 2536.96728515625, -16453.408203125, -2485.871337890625, -604.636962890625, -43556.32421875, , 1714826904873.52
30, -56297.01953125, -2460.658447265625, -2073.75, 2487.681884765625, -16448.9140625, -1834.899169921875, -548.1094360351562, -43555.921875, , 1714826904877.158
31, -56311.50390625, -2322.591796875, -1995.027099609375, 2511.41943359375, -16462.794921875, -2651.497802734375, -743.0389404296875, -43581.671875, , 1714826904881.24
0, -56329.7421875, -1769.8555908203125, -1503.2440185546875, 2541.460205078125, -16478.150390625, -3460.92138671875, -827.7296752929688, -43594.4140625, , 1714826904885.101
1, -56320.2890625, -1810.96044921875, -1518.9349365234375, 2554.06640625, -16464.203125, -2816.7216796875, -660.8963012695312, -43567.9921875, , 1714826904889.263
2, -56304.53125, -2368.65869140625, -1999.1844482421875, 2514.168701171875, -16449.787109375, -1883.4471435546875, -542.2085571289062, -43556.52734375, , 1714826904892.997
3, -56310.16015625, -2442.82177734375, -2079.986083984375, 2490.364013671875, -16456.42578125, -2330.437255859375, -683.2257080078125, -43578.3203125, , 1714826904897.097
4, -56327.73046875, -1888.677490234375, -1616.7015380859375, 2545.6845703125, -16474.328125, -3375.426025390625, -848.1815185546875, -43592.1328125, , 1714826904900.721
5, -56317.0703125, -1705.4825439453125, -1451.410400390625, 2593.494873046875, -16465.076171875, -3112.837646484375, -735.7299194335938, -43573.89453125, , 1714826904904.932
6, -56301.51171875, -2206.0498046875, -1855.55224609375, 2531.40185546875, -16451.126953125, -2011.5897216796875, -538.7887573242188, -43546.33203125, , 1714826904908.619
7, -56303.1875, -2491.63818359375, -2110.563232421875, 2472.9296875, -16453.943359375, -2057.65673828125, -617.98095703125, -43557.59765625, , 1714826904912.745
8, -56318.41015625, -2037.3388671875, -1750.20849609375, 2542.80126953125, -16473.390625, -3167.15234375, -823.7063598632812, -43584.62109375, , 1714826904916.511
9, -56319.75, -1676.3135986328125, -1414.26171875, 2601.474609375, -16466.283203125, -3306.8955078125, -773.951416015625, -43568.52734375, , 1714826904920.227
10, -56299.3671875, -2026.8782958984375, -1714.870361328125, 2593.629150390625, -16440.935546875, -2277.93310546875, -579.0218505859375, -43532.51953125, , 1714826904924.263
11, -56282.53515625, -2466.358154296875, -2099.0966796875, 2497.40478515625, -16428.798828125, -1895.5841064453125, -571.9140014648438, -43531.515625, , 1714826904927.919
12, -56297.15234375, -2194.8515625, -1869.4326171875, 2492.778076171875, -16443.349609375, -2851.322265625, -764.8319091796875, -43559.4765625, , 1714826904932.12
13, -56308.41796875, -1682.8179931640625, -1429.215087890625, 2575.524169921875, -16448.04296875, -3439.865966796875, -811.636474609375, -43566.71875, , 1714826904935.771
14, -56297.2890625, -1878.0157470703125, -1576.8035888671875, 2563.722412109375, -16438.923828125, -2591.013916015625, -626.832275390625, -43543.1171875, , 1714826904939.883
15, -56282.73828125, -2437.65869140625, -2041.295166015625, 2478.763427734375, -16428.396484375, -1829.0654296875, -543.1473388671875, -43536.87890625, , 1714826904943.527
16, -56293.265625, -2371.67626953125, -2000.324462890625, 2462.267822265625, -16444.220703125, -2538.107421875, -724.12939453125, -43562.5625, , 1714826904947.651
17, -56310.6328125, -1810.2899169921875, -1521.7513427734375, 2533.61474609375, -16465.0078125, -3440.13427734375, -844.8287963867188, -43586.56640625, , 1714826904951.778
18, -56297.421875, -1779.7127685546875, -1496.73974609375, 2581.827392578125, -16452.1328125, -2912.61083984375, -694.289794921875, -43571.48046875, , 1714826904955.453
19, -56279.51953125, -2349.548095703125, -1957.87841796875, 2474.673095703125, -16436.107421875, -1890.8902587890625, -535.2348022460938, -43558.8046875, , 1714826904959.534
20, -56282.73828125, -2484.865478515625, -2090.111328125, 2450.734375, -16446.8359375, -2243.868896484375, -664.2490844726562, -43576.77734375, , 1714826904963.186
21, -56303.5234375, -1966.729736328125, -1634.7393798828125, 2479.03173828125, -16465.8125, -3299.720703125, -831.1495361328125, -43602.52734375, , 1714826904967.36
22, -56305.53515625, -1740.0831298828125, -1433.707763671875, 2545.751708984375, -16459.107421875, -3168.292236328125, -748.8727416992188, -43596.4921875, , 1714826904970.96
23, -56294.671875, -2216.97998046875, -1836.7767333984375, 2492.643798828125, -16445.361328125, -2098.157958984375, -568.158935546875, -43588.98046875, , 1714826904975.083
24, -56300.640625, -2551.58544921875, -2128.869384765625, 2434.64111328125, -16449.451171875, -2021.64794921875, -624.0159301757812, -43602.05859375, , 1714826904978.737
25, -56316.46484375, -2137.452392578125, -1788.832275390625, 2473.60009765625, -16462.4609375, -3085.143798828125, -817.0008544921875, -43618.8203125, , 1714826904982.833
26, -56316.3984375, -1712.053955078125, -1442.96142578125, 2566.605712890625, -16459.912109375, -3389.4404296875, -812.6422729492188, -43607.890625, , 1714826904986.485
27, -56299.56640625, -2033.3826904296875, -1717.1502685546875, 2555.00537109375, -16446.501953125, -2408.556640625, -624.7535400390625, -43586.296875, , 1714826904990.588
28, -56292.79296875, -2519.667236328125, -2128.19873046875, 2469.778076171875, -16447.10546875, -1912.5491943359375, -599.6078491210938, -43584.95703125, , 1714826904994.697
29, -56305.734375, -2290.673583984375, -1933.4703369140625, 2485.267822265625, -16456.693359375, -2800.1591796875, -784.0767211914062, -43600.37890625, , 1714826904998.348
30, -56315.86328125, -1760.2667236328125, -1466.5648193359375, 2558.08984375, -16464.47265625, -3464.408203125, -837.117431640625, -43601.3203125, , 1714826905002.456
31, -56301.98046875, -1892.767822265625, -1567.28173828125, 2565.935302734375, -16450.322265625, -2693.742431640625, -659.2199096679688, -43582.9453125, , 1714826905006.11
0, -56285.015625, -2437.85986328125, -2056.85205078125, 2541.862548828125, -16437.783203125, -1894.377197265625, -575.5349731445312, -43574.8984375, , 1714826905009.983
1, -56289.64453125, -2422.23583984375, -2049.811279296875, 2534.352294921875, -16447.57421875, -2500.42236328125, -732.7794799804688, -43591.86328125, , 1714826905014.126
2, -56303.859375, -1865.94580078125, -1557.2235107421875, 2580.55322265625, -16466.08203125, -3447.71142578125, -860.3856201171875, -43609.296875, , 1714826905017.834
3, -56302.98828125, -1792.4532470703125, -1480.7135009765625, 2604.626220703125, -16462.86328125, -3015.875732421875, -729.3596801757812, -43595.62109375, , 1714826905021.923
4, -56292.32421875, -2328.157470703125, -1956.8726806640625, 2573.646484375, -16451.060546875, -2016.5517578125, -592.9022827148438, -43584.95703125, , 1714826905025.617
5, -56299.76953125, -2532.541748046875, -2120.4873046875, 2500.154052734375, -16462.86328125, -2230.8603515625, -695.4297485351562, -43599.2421875, , 1714826905029.881
6, -56319.28125, -2041.697509765625, -1685.2989501953125, 2526.57373046875, -16481.83984375, -3296.166748046875, -869.505126953125, -43618.21875, , 1714826905033.535
7, -56313.11328125, -1746.9227294921875, -1417.1451416015625, 2590.94677734375, -16471.51171875, -3251.776123046875, -786.5578002929688, -43590.3203125, , 1714826905037.625
8, -56292.4609375, -2171.650634765625, -1784.4736328125, 2574.451171875, -16449.115234375, -2194.114013671875, -596.4562377929688, -43562.16015625, , 1714826905041.276
9, -56288.83984375, -2547.629150390625, -2114.58642578125, 2507.59716796875, -16445.96484375, -2004.3477783203125, -628.77685546875, -43568.73046875, , 1714826905045.484
10, -56299.3671875, -2186.603759765625, -1802.37744140625, 2538.77783203125, -16454.748046875, -3017.75341796875, -808.3507690429688, -43581, , 1714826905049.159
11, -56294.3359375, -1725.1297607421875, -1415.3345947265625, 2626.419189453125, -16450.658203125, -3425.248046875, -812.5081787109375, -43569.53515625, , 1714826905053.236
12, -56278.84765625, -2003.408935546875, -1652.1737060546875, 2596.78076171875, -16436.041015625, -2493.91796875, -627.5028076171875, -43549.75390625, , 1714826905056.846
13, -56273.34765625, -2538.77783203125, -2087.02685546875, 2468.23583984375, -16432.822265625, -1882.374267578125, -574.3280029296875, -43548.81640625, , 1714826905060.885
14, -56283.140625, -2352.5654296875, -1952.9163818359375, 2486.00537109375, -16441.47265625, -2722.91162109375, -761.0767822265625, -43566.91796875, , 1714826905065.018
15, -56291.65625, -1787.424072265625, -1472.197509765625, 2570.629150390625, -16446.76953125, -3485.329345703125, -836.7821655273438, -43564.7734375, , 1714826905068.633
16, -56277.171875, -1857.2286376953125, -1515.6492919921875, 2579.212158203125, -16431.81640625, -2782.992919921875, -657.1412353515625, -43540.56640625, , 1714826905072.724
17, -56264.49609375, -2428.807373046875, -2008.37109375, 2503.439697265625, -16420.484375, -1891.6949462890625, -550.9257202148438, -43526.28515625, , 1714826905076.387
18, -56277.9765625, -2491.23583984375, -2066.44091796875, 2459.183349609375, -16438.7890625, -2408.288330078125, -705.3539428710938, -43548.14453125, , 1714826905080.485
19, -56295.4765625, -1917.1759033203125, -1598.3953857421875, 2548.97021484375, -16457.029296875, -3436.51318359375, -856.0269775390625, -43562.09375, , 1714826905084.604
20, -56288.4375, -1777.4998779296875, -1466.497802734375, 2579.34619140625, -16446.568359375, -3099.963134765625, -732.0418701171875, -43542.3125, , 1714826905088.29
21, -56267.8515625, -2290.74072265625, -1904.7037353515625, 2543.80712890625, -16427.322265625, -2047.1290283203125, -570.1705932617188, -43521.58984375, , 1714826905092.396
22, -56270.3984375, -2537.97314453125, -2107.746826171875, 2473.533203125, -16430.810546875, -2142.6826171875, -647.418212890625, -43528.96484375, , 1714826905096.044
23, -56290.3125, -2068.85498046875, -1708.2989501953125, 2502.03173828125, -16444.7578125, -3221.7353515625, -834.9716796875, -43544.5234375, , 1714826905100.145
24, -56289.91015625, -1735.99267578125, -1418.1510009765625, 2566.0693359375, -16443.349609375, -3313.66796875, -786.3566284179688, -43536.74609375, , 1714826905103.791
25, -56266.44140625, -2116.665283203125, -1730.6282958984375, 2539.448486328125, -16424.23828125, -2245.880615234375, -570.8411254882812, -43512.203125, , 1714826905107.932
26, -56262.75390625, -2531.60302734375, -2103.79052734375, 2491.369873046875, -16418.60546875, -1961.9017333984375, -591.6282348632812, -43516.62890625, , 1714826905111.577
27, -56286.42578125, -2224.75830078125, -1844.085693359375, 2500.22119140625, -16444.421875, -2953.849853515625, -793.9338989257812, -43546.19921875, , 1714826905115.689
28, -56298.29296875, -1734.3834228515625, -1407.623291015625, 2560.1015625, -16456.15625, -3436.781494140625, -809.4236450195312, -43551.09375, , 1714826905119.342
29, -56288.50390625, -1965.58984375, -1594.439208984375, 2548.7021484375, -16443.55078125, -2545.6845703125, -625.7593383789062, -43535.0703125, , 1714826905123.46
30, -56280.5234375, -2497.538818359375, -2055.510986328125, 2484.060791015625, -16440.197265625, -1863.6658935546875, -567.153076171875, -43543.65234375, , 1714826905127.133
31, -56293.3984375, -2393.46923828125, -1970.48486328125, 2459.5185546875, -16460.650390625, -2615.287841796875, -744.3800659179688, -43564.3046875, , 1714826905131.367
0, -56307.6796875, -1831.8817138671875, -1485.474365234375, 2520.270751953125, -16469.568359375, -3453.545166015625, -844.2923583984375, -43565.9140625, , 1714826905135.204
1, -56307.01171875, -1842.610595703125, -1488.8941650390625, 2559.498046875, -16465.41015625, -2855.345703125, -686.9137573242188, -43547.609375, , 1714826905138.912
2, -56294.8046875, -2403.996826171875, -1964.2486572265625, 2504.9150390625, -16449.71875, -1898.6016845703125, -553.6749877929688, -43538.7578125, , 1714826905143.043
3, -56292.99609375, -2491.1015625, -2062.81982421875, 2491.03466796875, -16448.580078125, -2324.469482421875, -688.2548217773438, -43552.97265625, , 1714826905146.7
4, -56307.14453125, -1937.8289794921875, -1594.8414306640625, 2547.830322265625, -16462.86328125, -3371.0673828125, -842.2807006835938, -43566.3828125, , 1714826905150.825
5, -56305.40234375, -1750.6107177734375, -1411.17724609375, 2586.18603515625, -16460.650390625, -3136.10595703125, -730.4325561523438, -43550.4921875, , 1714826905154.547
6, -56295.54296875, -2248.495849609375, -1834.9661865234375, 2534.352294921875, -16448.9140625, -2073.280517578125, -555.21728515625, -43533.390625, , 1714826905158.671
7, -56301.109375, -2552.121826171875, -2101.041259765625, 2475.880126953125, -16455.083984375, -2078.577880859375, -626.8992919921875, -43547.94140625, , 1714826905162.309
8, -56319.01171875, -2119.4814453125, -1742.6312255859375, 2531.40185546875, -16474.59765625, -3156.5576171875, -823.9075317382812, -43574.02734375, , 1714826905166.394
9, -56326.859375, -1731.5, -1420.8331298828125, 2596.98193359375, -16480.095703125, -3373.2802734375, -802.4498901367188, -43568.26171875, , 1714826905170.431
10, -56317.60546875, -2087.160888671875, -1717.21728515625, 2549.5068359375, -16469.03125, -2357.05810546875, -615.030517578125, -43552.76953125, , 1714826905174.03
11, -56317.875, -2561.308349609375, -2099.968505859375, 2454.958740234375, -16470.373046875, -1916.572509765625, -594.1093139648438, -43561.35546875, , 1714826905178.13
12, -56333.23046875, -2311.32666015625, -1875.2664794921875, 2440.810302734375, -16491.361328125, -2826.64599609375, -774.9572143554688, -43584.01953125, , 1714826905182.21
13, -56339.1953125, -1786.0830078125, -1431.4278564453125, 2525.5009765625, -16495.18359375, -3430.34423828125, -820.822998046875, -43583.28125, , 1714826905185.859
14, -56323.70703125, -1940.9134521484375, -1574.3896484375, 2559.498046875, -16475.40234375, -2624.273193359375, -636.7564086914062, -43553.2421875, , 1714826905190.002
15, -56312.10546875, -2486.00537109375, -2062.3505859375, 2507.79833984375, -16467.69140625, -1877.3450927734375, -563.6661987304688, -43539.29296875, , 1714826905193.64
16, -56321.96484375, -2437.390380859375, -2031.9744873046875, 2469.7109375, -16478.083984375, -2551.518310546875, -733.2489013671875, -43559.6796875, , 1714826905197.753
17, -56332.69140625, -1860.3131103515625, -1543.4771728515625, 2537.1015625, -16483.783203125, -3464.542236328125, -850.7296142578125, -43575.3671875, , 1714826905201.398
18, -56327.1953125, -1808.2783203125, -1507.5355224609375, 2579.212158203125, -16471.310546875, -2966.6572265625, -712.5958862304688, -43554.984375, , 1714826905205.554
19, -56314.25390625, -2369.530517578125, -1973.9046630859375, 2497.739990234375, -16462.326171875, -1952.1116943359375, -562.7274780273438, -43535.60546875, , 1714826905209.187
20, -56326.72265625, -2531.737060546875, -2113.111328125, 2438.597412109375, -16477.8828125, -2247.15478515625, -679.202392578125, -43566.515625, , 1714826905213.292
21, -56344.76171875, -1994.624755859375, -1665.1153564453125, 2512.22412109375, -16494.712890625, -3320.17236328125, -848.9862060546875, -43594.8828125, , 1714826905216.948
22, -56346.640625, -1767.3074951171875, -1443.76611328125, 2533.81591796875, -16494.84765625, -3203.295166015625, -761.8143920898438, -43582.4765625, , 1714826905221.063
23, -56334.703125, -2223.014892578125, -1838.3189697265625, 2512.156982421875, -16481.302734375, -2147.7119140625, -584.5874633789062, -43563.1640625, , 1714826905225.162
24, -56337.38671875, -2579.8828125, -2134.434814453125, 2431.42236328125, -16489.349609375, -2018.5634765625, -623.6135864257812, -43570.00390625, , 1714826905228.854
25, -56352.67578125, -2181.17236328125, -1794.1966552734375, 2464.01123046875, -16505.912109375, -3061.00390625, -812.2399291992188, -43594.2109375, , 1714826905232.645
26, -56349.3203125, -1754.3658447265625, -1419.6932373046875, 2526.842041015625, -16504.369140625, -3372.14013671875, -799.5665283203125, -43589.31640625, , 1714826905236.711
27, -56331.8203125, -2062.283447265625, -1673.497314453125, 2493.515625, -16490.287109375, -2386.897705078125, -605.642822265625, -43564.37109375, , 1714826905240.821
28, -56320.2890625, -2545.349365234375, -2089.172607421875, 2433.43408203125, -16484.990234375, -1853.33935546875, -570.2376098632812, -43565.78125, , 1714826905244.514
29, -56332.55859375, -2340.361572265625, -1916.70654296875, 2447.91796875, -16502.08984375, -2717.345947265625, -753.164306640625, -43590.0546875, , 1714826905248.694
30, -56340.0703125, -1793.526123046875, -1459.591064453125, 2551.652587890625, -16507.119140625, -3433.0263671875, -821.8958740234375, -43592.40234375, , 1714826905252.578
31, -56325.3828125, -1887.068115234375, -1546.69580078125, 2594.701904296875, -16485.99609375, -2700.447998046875, -650.4356689453125, -43566.18359375, , 1714826905256.19
0, -56305.8046875, -2438.597412109375, -2028.353515625, 2519.130615234375, -16466.283203125, -1858.033203125, -548.7799682617188, -43552.16796875, , 1714826905259.955
